,Text,Label
319,"Saya bangga berada di barisan para Ulama.. 

#2019GantiPresiden 
#2019prabowosandimenang https://t.co/XlbL2AaO9d",Negatif
320,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 
#2019TetapJokowi 
#2019PilihJokowi",Positif
321,"Beranikah UAS pulang ke KAMPAR setelah apa yang ia lakukan bersama DIANA TABRANI?
#uasdibayarprabowo #saveUAS #UASterlantarkananakistri
#UASterimagratifikasi #UASpunyaistribanyak #UAStidakbertanggungjawab #UAStelantarkankeluarga  #2019TetapJokowi https://t.co/JWaGOja9ea",Positif
322,"""buat kami cukup sudah Ahok yang kalian fitnah.. Jika kalian """"mengganggu"""" pak Jokowi, Kami akan fight, ingat : ini Presiden Jokowi yg dicintai rakyatnya, CATAT!!! 

#2019PilihJokowi 
#2019TetapJokowi",Positif
323,"Ulama pilihan presiden atau presiden pilihan ulama?
#2019TetapJokowi 
#2019PrabowoPresiden",Positif
324,"Kalau mau mendukung kubu sebelah ya silahkan sj...itu hak anda. 

#2019TetapJokowi",Positif
325,"@PanglimaHansip @prabowo @Gerindra Cm org gila yg gila jabatan
#2019GantiPresiden",Negatif
326,@abubakarsegaf Biarkan saja Habib.. Sumber berita yg dia ambil jg tdk terkenal. Sejauh ini sy masih percaya PKS bersih.  Pak @MardaniAliSera @hnurwahid  mhn bisa dibantu kebenarannya.  Bismillah #2019GantiPresiden,Negatif
327,"DUKUNG CAPRES/CALON PRESIDEN 02' ✌
MAU TAHU CIRI'2 BUZZER'2 #PKI #PKC
#HOBBY PENCITRAAN/PAMER/RIA
#SUKA MENCELA/MEMFITNAH UMAT MUSLIM
#GEMAR MENYUSUP MEMECAH BELAH PARTAI'2 ISLAM
#MENDEKATI UMAT KALAU ADA MAUNYA POKOKNYA MUNAFIK HANYA MEMENTINGKAN DUNIAWI
#2019GANTIPRESIDEN",Negatif
328,"Itu ekspresi takut apa terharu??? 
. 
. 
Semoga keluarga ini mendapat hidayah,  di tempat suci g ada pencitraan,  d sini harus d jaga kebersihan hati,  
. 
Apapun itu yg di lihat mereka saat berkunjung ke ka'bah,  semoga #2019GantiPresiden https://t.co/NAxFv2LuTY",Negatif
329,"Lu modal retwit blom layak jd follower ane broo.
Gak karakter militan #02 #2019PrabowoPresidenRI  klw gak brani ngtwit utk #2019GantiPresiden 
Maaf broo https://t.co/DkALIBEwPa",Negatif
330,"Sehari menjelang pencoblosan tagar #2019GantiPresiden di Instagram sudah mencapai angka 1,6 jt  luar biasa..... 

#BesokTusukPrabowoSandi 
#BismillahInsyaAllahPrabowo https://t.co/QvcoPkPAEd",Negatif
331,"Musuh Jokowi akan TETAP serang Jokowi siapapun cawapresnya, dan akan TETAP dukung siapapun lawan Jokowi. Kalo gak mau diserang mereka, jangan calonkan Jokowi. Jika masih ingin jadikan Jokowi Presiden, dukung dan pilih dia..!! As simple as that.
#Jokowi2Periode
#2019TetapJokowi",Positif
332,"KH. Ma'ruf Amin selain Ulama, beliau juga Ketua Umum NU yang merupakan ormas Islam terbesar. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
333,"Ayo bergerak dibidang masing2, bergerak dengan kemampuan masing2, bergerak dengan cara masing2, bergerak dengan komunitas masing2.. Untuk memenangkan Jokowi. Kita bertekad utk menggenapkan kepemimpinan Jokowi hingga 2 periode..!! 
#Jokowi2Periode 
#2019TetapJokowi",Positif
334,"@ustadtengkuzul Padahal itu harga Ekor y tadz,
Kalo manusia yg dihargai Kepala..
Sungguh TERLALU ...😂😂😂
#2019GantiPresiden",Negatif
335,"#2019GantiPresiden  #BismillahInsyaaAllahPrabowo 
#WeAreMoslem 
#Spirit212 
Bismillah InsyaaAllah Prabowo Sandi menang",Negatif
336,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 

#2019TetapJokowi 
#2019PilihJokowi",Positif
337,"Siapa pun Cawapres, intinya Jokowi harus 2 periode. 

#2019jokowilanjut
#2019TetapJokowi 
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
338,"Sampe segitunya
#2019GantiPresiden",Negatif
339,"Ud ngarti kan gaes???

#2019presidenbaru 
#2019prabowopresiden 
#2019gantipresiden 
#bismillahinsyaallahprabowo
#rabugantipresiden https://t.co/MXS6nbMqq7",Negatif
340,"@RachlanNashidik Setuju
#2019GantiPresiden",Negatif
341,"@HeraLoebs Pantang pulang
#JokowerFitnahKejiUAS 
#2019GantiPresiden",Negatif
342,"Ternyata kita harus ke jalan,
Robohkan SETAN yang BERDIRI MENGANGKANG !!!

#GerakanSubuhAkbarIndonesia 
#2019JokoWidodoPresidenSatuPeriodeAja
#17AprilPrabowoPresidenRI 
#PrabowoSandiMenang 
#2019GantiPresiden",Negatif
343,#2019JokowiKyaiMaruf #2019TetapJokowi #TetapJokowi #IndonesiaMaju #Jokowi #jokowidodo #indonesiajuara #MarufAmin #JokowiAmin #Jokowi1KaliLagi #JokowiLagi #pilpres #pilpres2019… https://t.co/KUcDdwB2lt,Positif
344,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 

#2019TetapJokowi 
#2019PilihJokowi",Positif
345,"KH. Ma'ruf Amin selain Ulama, beliau juga Ketua Umum NU yang merupakan ormas Islam terbesar. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
346,"buat kami cukup sudah Ahok yang kalian fitnah.. Jika kalian """"mengganggu"""" pak Jokowi, Kami akan fight, ingat : ini Presiden Jokowi yg dicintai rakyatnya, CATAT!!! 

#2019PilihJokowi 
#2019TetapJokowi",Positif
347,"@VIVAcoid Aamiin.... Harus optimis 
#GerakanSubuhAkbarIndonesia 
#2019GantiPresiden 
#2019PrabowoSandiMenang",Negatif
348,"@hnurwahid Orang sholat subuh berjamaah kok bahaya
Nalar pki yg bolang bahaya
#2019GantiPresiden #2019PrabowoPresidenRI #2019PrabowoSandiMenang",Negatif
349,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 

#2019TetapJokowi 
#2019PilihJokowi",Positif
350,"Dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah. Kecewa boleh....TAPI MENGGADAIKAN NEGRI INI KE TANGAN DURJANA, ADALAH DOSA YG AKAN KITA TANGGUNG SEUMUR HIDUP DAN KETURUNAN KITA YG HARUS TERIMA AKIBATNYA. 

#Jokowi2Periode 
#2019TetapJokowi",Positif
351,"Kalau mau mendukung kubu sebelah ya silahkan sj...itu hak anda. 

#2019TetapJokowi",Positif
352,"@MardaniAliSera @yud1b4cht12r @aniesbaswedan Buat Inisiator Taggar yg melengenda dan paling booming se Indonesia
#2019GantiPresiden 

Ayo kita dukung untuk beliau masuk ke Parlemen 

😎😎😎😎",Negatif
353,"Salam semangat U-16 Kado terindah HUT RI K 73 Salam Merdeka Tetap Merdeka 
#2019TetapJokowi
#2019TetapJokowi",Positif
354,@_ailaffyu #2019GantiPresiden,Negatif
355,"Terasa sekali semangat yang begitu membara    @AldianoFajarR1 @modernfairytle_ @0_BeT @Info_Syariah @kang_kung1012
#jkwaminlebihbaik #2019TetapJokowi #jkwlagi #jkw2019 #BarengJokowi #01IndonesiaMaju #BajuPutihPastiMenang #PutihAdalahKita https://t.co/NMma9Ruv7C",Positif
356,"@MakLambeGift @jokowi jika memang semua itu hoax belaka beranikah Tuan Guru untuk bersumpah di hadapan media untuk membuktikannya.
#saveUAS #UASterlantarkananakistri
#UASterimagratifikasi #UASpunyaistribanyak #UAStidakbertanggungjawab #UAStelantarkankeluarga  #2019TetapJokowi https://t.co/H2KDfu60Ec",Positif
357,"Nahhhh lohhhhh.....

#SoehartoDiktatorTerkorupSedunia #RabuPutih #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #jokowi2periode #umkm #ingatjokowi #nawacita #jokowijk #salamsatujempol #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi https://t.co/v8t9bMB8zS",Positif
358,Hari ini aku tentukan pilihanku #2019GantiPresiden,Negatif
359,"Musuh Jokowi akan TETAP serang Jokowi siapapun cawapresnya, dan akan TETAP dukung siapapun lawan Jokowi. Kalo gak mau diserang mereka, jangan calonkan Jokowi. Jika masih ingin jadikan Jokowi Presiden, dukung dan pilih dia..!! As simple as that. 

#Jokowi2Periode 
#2019TetapJokowi",Positif
360,"Kalau mau mendukung kubu sebelah ya silahkan sj...itu hak anda. 

#2019TetapJokowi",Positif
361,"Jokowi_amin 
#2019jokowilanjut 
#2019TetapJokowi
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
362,Insya Allah #2019GantiPresiden,Negatif
363,@cintapribumi @Masinton_ #2019GantiPresiden,Negatif
364,"@KingPurwa #GerakanSubuhAkbarIndonesia 
#GerakanSubuhAkbarIndonesia 
#GerakanSubuhAkbarIndonesia 
#GerakanSubuhAkbarIndonesia 
#2019GantiPresiden",Negatif
365,@Lingwinata76 @LRsetyowati14 #2019TetapJokowi,Positif
366,"Demokrasi tanpa cinta berbahaya, akan tetapi Cinta Tanpa perbedaan Sangat lah mustahil ☺ #BismillahInsyaAllahPrabowo #2019GantiPresiden *Harapan Baru👏 https://t.co/RtXy5TyWa2",Negatif
367,"@nieke_aereta Aamiin 
Insya Allah Indonesia mempunyai pemimpin baru
#2019GantiPresiden 
#BesokTusukPrabowoSandi",Negatif
368,@fitrisiaamyrta #SaveNature #2019GantiPresiden #AkalSehat #OrangBaik fight meeee,Negatif
369,"Memilih seseorang yang bisa diterima oleh semua orang itu sulit karena setiap orang memiliki alasan tersendiri terhadap orang yang menjadi pilihannya.
#2019jokowilanjut
#2019TetapJokowi
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
370,"KH. Ma'ruf Amin selain Ulama, beliau juga Ketua Umum NU yang merupakan ormas Islam terbesar. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
371,"@AyahUdin6 @saididu #JokowerFitnahKejiUAS 
#2019GantiPresiden 
#2019PrabowoPresidenRI",Negatif
372,@PollingLagi @Inonkiskandar2 #2019GantiPresiden,Negatif
373,"Dengan nama Allah yang Maha Pengasih lagi Maha Penyayang  langkahkan kaki ke TPS, mari kita #TusukPrabowoSandi dengan Bismillah... Allahumma sholli ala Muhammad #2019GantiPresiden 

""Damai Negri Indonesia Raya"" @lubis_mariska @chloetowntale saudara sebangsa",Negatif
374,"Tetap fokus Jokowi 2 Periode, that is the point 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
375,"Jangan biarkan Indonesia tercinta terpecah belah oleh isu SARA . 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
376,"@Nadiku18 @prabowo @sandiuno Semoga besok sudah dapat pemimpin baru. Meski mungkin tidak begitu ideal, setidaknya Jokowi sudah gagal dan harus diganti. #2019GantiPresiden #TPSTusukPrabowoSandi",Negatif
377,"Ayo bergerak dibidang masing2, bergerak dengan kemampuan masing2, bergerak dengan cara masing2, bergerak dengan komunitas masing2.. Untuk memenangkan Jokowi. Kita bertekad utk menggenapkan kepemimpinan Jokowi hingga 2 periode..!! 
#Jokowi2Periode
#2019TetapJokowi",Positif
378,#01RabuPutih #EducateYourself  #2019TetapJokowi  #01IndonesiaMaju #02JanganDikasingMenang,Positif
379,"Dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah. Kecewa boleh....TAPI MENGGADAIKAN NEGRI INI KE TANGAN DURJANA, ADALAH DOSA YG AKAN KITA TANGGUNG SEUMUR HIDUP DAN KETURUNAN KITA YG HARUS TERIMA AKIBATNYA. 

#Jokowi2Periode 
#2019TetapJokowi",Positif
380,"Siapa pun Cawapres, intinya Jokowi harus 2 periode. 

#2019jokowilanjut
#2019TetapJokowi 
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
381,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 

#2019TetapJokowi 
#2019PilihJokowi",Positif
382,"@anonLokal @justogavin Hati2 brader. Gak perlu reaktif sama kubu sebelah. Kalau misal nya benar toh itu buat pendukung nya.Woles aja.
Tp coba dengar sekali lagi pakai earphone.Itu bukan ba*i. Tp bakmi. Jgn sampai kita masuk dalam jebakan cebong. Tetap waspada fokus sama tujuan awal. #2019GantiPresiden",Negatif
383,"Polling yuk, kuat2an buzzer :) siapakah pemenangnya ?
#SukseskanPemilu2019
#SiapapunPresidennya
#2019GantiPresiden
#2019TetapJokowi
#jokowi @jokowi
#Prabowo @prabowo
#2019JokoWidodoPresidenRI
#2019PrabowoSandiMenang
#SukseskanPemilu2019
#KawalPemilu2019
#TPS #coblos01 #coblos02",Negatif
384,"Sudahlah..... Pulang ke Solo selfie dan nge vlog sepuasnya
@jokowi @RumahJokowi 

#2019GantiPresiden 
#JokowiDiambangKekalahan 
#PrabowoSandiTakTerbendung 
#PrabowoTheNextLeader",Negatif
385,"#JagaTPSKawalHasilSuara 
#2019GantiPresiden",Negatif
386,"Mari kita ""AMIN"" kan Doa berikut ini RT @DoaHarian: ""We Love U"" ustadzabdulsomad 
..
..
😇😇❤❤ 
..
..
#saveuas 
#2019gantipresiden
.
.
Follow 👉👉👉 IG @abdulazisid
Follow… https://t.co/yp2x5j9Xbi",Negatif
387,"@MSApunya @AdistotoA Mungkin realitas bang???

#2019GantiPresiden",Negatif
388,"#BismillahInsyaAllahPrabowo
#2019GantiPresiden 
#PKSMenang",Negatif
389,"Pns di salah satu daerah yang saya tinggal tidak mendapatkan hak pilih dikarenakan sudah dikondisikan untuk nomor 1 🤕🤕
Disini pns sama sekali tidak mendapatkan hak pilihnya padahal sudah puluhan tahun tinggal :(
#2019GantiPresiden 
#gantipresiden2019 
#IndonesiaNeedsPrabowo",Negatif
390,"@dr_koko28 Datengi RT nya dok saya jg hampir kena sabotase krn org baru pindahan disini dimana tetangga yg rmhnya lbh jauh dr RT udh dapat jauh2 hari sdgkn saya baru aja td pagi pdhl rmh saya dkt bgt ama RT

#2019GantiPresiden",Negatif
391,"Cukup DKI yg jadi korban kalian... Indonesia jangan sampe... Salam damai 

#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf 
#2019TetapJokowi 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf",Positif
392,"Jangan biarkan Indonesia tercinta terpecah belah oleh isu SARA . 
#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
393,"Ayo bergerak dibidang masing2, bergerak dengan kemampuan masing2, bergerak dengan cara masing2, bergerak dengan komunitas masing2.. Untuk memenangkan Jokowi. Kita bertekad utk menggenapkan kepemimpinan Jokowi hingga 2 periode..!! 
#Jokowi2Periode 
#2019TetapJokowi",Positif
394,"INGAT BUAT BESOK
Seandainya kita mendapat surat suara yang sudah dicoblos di bagian 01, jangan langsung dikembalikan, tapi coblos juga 02 di depan petugas supaya tidak disalahgunakan. Lalu jangan lupa minta surat suara yang baru. 
#2019GantiPresiden
#GerakanSubuhAkbarIndonesia https://t.co/S9T0dMaVdP",Negatif
395,"https://t.co/TAnyWAKEJl
Salam02 @prabowo @sandiuno 
#GerakanSubuhAkbarIndonesia
#BismillahInsyaAllahPrabowo 
#2019PrabowoPresident08 
#BesokPrabowoMenang 
#BesokTusukPrabowoSandi 
#2019GantiPresiden 
#RabuGantiPresiden 
#SayaSihOptimis02Menang 
#JagaTPSMenangkan02 #tuesdaytruths",Negatif
396,"Aceh Dukung Jokowi 😁🙏
#2019JokowiKyaiMaruf #2019TetapJokowi #2019PilihJokowi https://t.co/ftcDrkBo2F",Positif
397,"As reported from England.

https://t.co/ouQO7Jxv5G

#Pilpres2019 
#2019GantiPresiden",Negatif
398,"Sampai siang ini, kami belum dapat undangan untuk memilih. Dan tidak sendiri. Tetangga dan kerabat banyak yang menyampaikan hal yang sama. Apa sebenarnya yang sedang terjadi? Tetap teman2, besok kita datangi TPS2 untuk @OperasiAkalSehat #SelamatkanIndonesia #2019GantiPresiden",Negatif
399,@aagym @AyangCakep Semoga Allah memberikan Hidayah kepada yang memfitnah .. #GerakanSubuhAkbarIndonesia #RabuNyoblosYuk #bajuputihpilih02 #2019GantiPresiden,Negatif
400,"Cukup DKI yg jadi korban kalian... Indonesia jangan sampe... Salam damai 
#2019TetapJokowi
 #2019JokowiMaruf 
#2019JokowiMaruf
 #2019TetapJokowi 
#2019TetapJokowi
 #2019JokowiMaruf 
#2019JokowiMaruf",Positif
401,"@jokowi Nyong kencot 😆😆😆
#2019TetapJokowi",Positif
402,"@Parodi_Negeri @Yusuf_Mansur pernah baca kisah Abdah bin Abdurrahiim, bila ada waktu coba disimak 

https://t.co/nCMjuKTbjO. 

#2019GantiPresiden",Negatif
403,"HAQ &amp; BATIL 

#2019GantiPresiden #2019PrabowoSandiMenang #2019GantiPresiden #2019PrabowoSandi #inaelectionsos #SOS https://t.co/GUwj8enDVm",Negatif
404,"Nahhhhhhhh ini ......

#PrabowoKuasaiAsetNegara #PilihOrangBaik #JokowiMenangTotalDebat #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #jokowi2periode #umkm #ingatjokowi #nawacita #jokowijk #salamsatujempol #prabowo #debatpilpres2019 #prabowosandi2019 https://t.co/YbX5Wc46Fx",Positif
405,"@stevani_2019 Allah telah memperlihatkan mana yg baik mana yg buruk
Insallah #2019GantiPresiden",Negatif
406,"Kalau benar terbukti ttg mahar 500M ini. Pasangan """"Duo Kardus"""" ini gak layak jadi kontestan pilpres 2019. Tidak meng-edukasi masyarakat. Mending saya pastikan: 

#2019TetapJokowi 
#2019JokowiMarufAmin",Positif
407,"Untuk Indonesia Adil dan Makmur
@prabowo @sandiuno 
#2019GantiPresiden 
#GerakanSubuhAkbarIndonesia 
#INAelectionObserverSOS 
#IN https://t.co/6OsAHuiv86",Negatif
408,"Cukup DKI yg jadi korban kalian... Indonesia jangan sampe... Salam damai 

#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf 
#2019TetapJokowi 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf",Positif
409,"Sudah semakin diakui😃

Saat kaesang bertahalul
Presiden yang mencukur🤭

.
.

Joko Widodo - KH Ma'ruf Amin
2019-2024

@ahmadyani88ian
@jokowi

#Istanamerdeka  #2019TetapJokowi… https://t.co/TCUKTG3RIQ",Positif
410,"Ayo bergerak dibidang masing2, bergerak dengan kemampuan masing2, bergerak dengan cara masing2, bergerak dengan komunitas masing2.. Untuk memenangkan Jokowi. Kita bertekad utk menggenapkan kepemimpinan Jokowi hingga 2 periode..!! 

#Jokowi2Periode 
#2019TetapJokowi",Positif
411,"Tetap fokus Jokowi 2 Periode, that is the point 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
412,"Ikut terharu dan merasakan bagaimana emosionalnya setelah mencium Hajar Aswad    @andrisuat @sewibutahun @Mz_Adam07 @minananai @FaradhilaK
#jkwamin #2019tetapjokowi #jkwdodopresidenku #GenerasiOptimis #BajuPutihPastiMenang #PutihAdalahKita #BarengJokowi #17RabuPutih https://t.co/jS7Pe2maEO",Positif
413,"Kita harus tenang... Insya Alloh MENANGKAN 02. MENAGKAN CALEG2 08 (Jaje Kaliadem). Amin.
#2019gantipresiden 
#AyoLebihBaik @ Pantai Nipah, Lombok Utara https://t.co/xN9VkEpnaI",Negatif
414,#2019GantiPresiden,Negatif
415,#2019GantiPresiden #2019PrabowoPresiden #2019PrabowoSandi #2019PKSMenang #2019PilihPKS #2019PrabowoMenang #2019PrabowoSubianto #2019SandiagaUno #MantapPKS #MantaPKS #2019SemuaPilihPKS… https://t.co/cldyd6Y97Q,Negatif
416,"17 April 2019 jangan golput, pilihlah pemimpinmu dengan bijak dan sesuai hati nurani. Tapi bagusnya sih Jokowi, amin.
#jokowilebihbaik
#2019tetapjokowi",Positif
417,"@twitnpoll @NovriyantoYanto Insyallah #2019PrabowoSandi #2019GantiPresiden 
#UASdifitnahKejiBalasDiTPS",Negatif
418,"Capres kok ga ngerti sejarah ekonomi bangsa, sukanya kritik mulu, berasa dia yg paling bener....

#PrabowoGakNgertiEkonomi #BukanSalahBapak #JokowiMenangTotalDebat #2019tetapjokowi #jokowi #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi #amin https://t.co/XdUYaVKEdU",Positif
419,Keluarga sahabat itu nomor 1 👍 klo presiden tetap nomor 2 👉 .. #PAS #2019gantiPresiden #pilkada — beri suara di Pemilu 2019,Negatif
420,#2019gantipresiden @RindhangBiY https://t.co/jYoHnQyWM3,Negatif
421,"@AkunTofa Ora urusss..yang penting..
#2019GantiPresiden 
#2019PrabowoPresidenRI",Negatif
422,"#2019tetapjokowi
https://t.co/hAeUjusBYD",Positif
423,"@WulanSaroso @BangPino_ @KPU_ID @ronavioleta Luar biasaaahh pengamanan lipat ganda 😊🤪🤪
#2019GantiPresiden
#2019PrabowoSandiMenang
#17AprilTusukPrabowoSandi",Negatif
424,We all know Prabowo - Sandi will lead the election tomorrow. Why would jokowi supporters think that he will be president again? Y'all got worms in your brain #01TheChampion #17April2019PeoplePower #2019GantiPresiden #Pemilu2019 https://t.co/41KuEGgbP8,Negatif
425,"Ayo bergerak dibidang masing2, bergerak dengan kemampuan masing2, bergerak dengan cara masing2, bergerak dengan komunitas masing2.. Untuk memenangkan Jokowi. Kita bertekad utk menggenapkan kepemimpinan Jokowi hingga 2 periode..!! 

#Jokowi2Periode 
#2019TetapJokowi",Positif
426,"Kalau mau mendukung kubu sebelah ya silahkan sj...itu hak anda. 
#2019TetapJokowi",Positif
427,"Wah bahaya nih. Untung buat jokowi dong ..

#2019pilihjokowi #2019jokowilagi #2019tetapjokowi https://t.co/KtkjQlu76F",Positif
428,"@BlackGhostCyber Kalu kita lihat memang Kayak Mau Perang..
Tapi bagi mereka ini Perang Total...
#2019GantiPresiden 
#KapalOlengJendral 
#PrabowoSandiTakTerbendung",Negatif
429,"@msaid_didu Alhamdulillah sdh bisa baca cuitan bapak lagi.  
Sapinya ga ikut di hack kan pak.... 🙂
Rindu ngobrol ama sapi... hehehe
#2019GantiPresiden
#2019PrabowoSandiMenang",Negatif
430,"BuonGiorno Indonesia, kelar Subuhan, silakan langsung mandi, ngopi dan breaky, lalu bersiap ke TPS hari ini untuk memilih pemimpin terbaik Bangsa ini. Pemimpin yg benar2 memikirkan rakyatnya. Lalu mari kita kawal prosesnya sampai selesai. Jgn kasih celah curang
#2019GantiPresiden",Negatif
431,"@PollingLagi InsyaAllah
#2019GantiPresiden",Negatif
432,"Aamiin...  
#2019GantiPresiden",Negatif
433,"Tetap fokus Jokowi 2 Periode, that is the point 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
434,Sungguh nikmat rahmat allah swt #sayadukungjokowi #jokowilagi #2019tetapjokowi https://t.co/vcf4qdgq6c,Positif
435,"Pemerintah Berhasil Lunasi Utang 😁🙏
#2019JokowiKyaiMaruf #2019TetapJokowi #2019PilihJokowi https://t.co/4l7UCkAcn9",Positif
436,"@FerdinandHutah2 @jokowi Yaelah itu TKN paniknya akut amat dah,, hahahaha 😂 #GerakanSubuhAkbarIndonesia #2019PrabowoSandiMenang #2019GantiPresiden",Negatif
437,@bangzul_1988 @aderalam @KPU_ID @bawaslu_RI @7intaPutih @badonci @P3nj3l4j4h @AlvinoLulu @woelannnn @kangdede78 @WahhabiCC @BHD_58 @wr200465 @MasCEPUK Ahsiaap #2019GantiPresiden,Negatif
438,"Memilih seseorang yang bisa diterima oleh semua orang itu sulit karena setiap orang memiliki alasan tersendiri terhadap orang yang menjadi pilihannya. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
439,"Bismillah.. 17 April pilih Prabowo Sandi untuk Indonesia Menang
#2019PrabowoPresidenRI 
#BeraniPilih02 
#2019GantiPresiden 
#IndonesiaMenang 
@prabowo @sandiuno @Gerindra",Negatif
440,"بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ
Titip TPS 
#2019GantiPresiden
#BismillahInsyaaAllahPrabowo https://t.co/VrPwWcKorT",Negatif
441,"Jangan biarkan yang jelas jelas zalim dan tidak kompeten dalam memimpin, menjadi pemimpin kembali.
Sudah cukup 1 periode
Bangsa ini terpecah, kisruh tak tahu arah.
Saatnya perubahan menjadi indonesia adil dan makmur.
Amin
👈😁👉
#2019PrabowoSandiMenang #2019GantiPresiden",Negatif
442,"Jokowi_amin 
#2019jokowilanjut 
#2019TetapJokowi
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
443,"Dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah. Kecewa boleh....TAPI MENGGADAIKAN NEGRI INI KE TANGAN DURJANA, ADALAH DOSA YG AKAN KITA TANGGUNG SEUMUR HIDUP DAN KETURUNAN KITA YG HARUS TERIMA AKIBATNYA. 
#Jokowi2Periode 
#2019TetapJokowi",Positif
444,"@Silvy_Riau02 @prabowo @yunartowijaya Kita terima dengan tangan terbuka siapapun, karena sejatinya kita bersaudara
#GerakanSubuhAkbarIndonesia 
#2019GantiPresiden",Negatif
445,"#GameofThrones Winter is coming
Pidato Jokowi di IMF Bank Dunia  Ibaratkan Ekonomi Dunia seperti Game Of Thrones 
Game of Throne’, Presiden Jokowi: Penting, Kekuatan Bersama Untuk Kalahkan ‘Evil Winter’ https://t.co/L9RMLmbRKr …
#2019TetapJokowi https://t.co/B8bZPjbFFi",Positif
446,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 
#2019TetapJokowi
#2019PilihJokowi",Positif
447,"@Nadiku18 @jokowi Gak salah mereka aja yg goblok
#UASdifitnahKejiDanBrutal 
#UASBersamaPrabowo 
#2019GantiPresiden 
#2019PrabowoSandi",Negatif
448,"Ayo bergerak dibidang masing2, bergerak dengan kemampuan masing2, bergerak dengan cara masing2, bergerak dengan komunitas masing2.. Untuk memenangkan Jokowi. Kita bertekad utk menggenapkan kepemimpinan Jokowi hingga 2 periode..!! 
#Jokowi2Periode 
#2019TetapJokowi",Positif
449,"Salam semangat U-16 Kado terindah HUT RI K 73 Salam Merdeka Tetap Merdeka 
#2019TetapJokowi
#2019TetapJokowi",Positif
450,Bada Subuh plus silaturrahim menjemput kemenangan pa @prabowo  dan bang @sandiuno #doauntukprabowosandi #2019GantiPresiden https://t.co/zyqfjoomDb,Negatif
451,"@bambangelf Revolusi Mental, Gagal.
Ini harus menjadi perhatian semua Pihak.
Ternyata Bulying Msh ada.
#2019GantiPresiden
#17AprilPrabowoPresidenRI",Negatif
452,#jokowi #jokowilagi #jokowilagi2019 #2019tetapjokowi #marufamin #jokowimenang #indonesia #jokowidodo #2019gantipresiden #bhinnekatunggalika #persatuan #nkrihargamati https://t.co/UgG52f8qS2,Negatif
453,"Memilih seseorang yang bisa diterima oleh semua orang itu sulit karena setiap orang memiliki alasan tersendiri terhadap orang yang menjadi pilihannya. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
